11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,0,0,0,0,0,0,0,0,0,0,2,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,1,1,0,0,0,1,1,2,1,1,1,3,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,1,1,0,1,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,1,0,1,1,3,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,1,1,1,1,0,0,0,1,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,2,0,0,0,0,1,1,2,1,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,1,1,0,0,0,0,1,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,0,0,0,0,0,0,1,1,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,1,1,1,0,0,0,1,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,0,1,11,1,0,0,0,1,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,2,2,11,2,1,0,1,2,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,1,0,1,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,1,1,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
